SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,SeasonBins
0.6,1,1,3,3,Returning_Visitor,False,1
0.0,3,2,4,2,Returning_Visitor,False,1
0.0,2,4,5,2,Returning_Visitor,False,1
0.0,2,4,1,5,Returning_Visitor,False,1
0.4,2,2,1,4,Returning_Visitor,False,1
0.2,1,1,3,3,Returning_Visitor,False,1
0.0,2,2,7,3,Returning_Visitor,False,1
0.2,1,1,6,3,Returning_Visitor,False,1
0.0,2,4,2,3,Returning_Visitor,False,1
0.0,2,2,2,3,Returning_Visitor,False,1
0.0,2,2,3,6,Returning_Visitor,False,1
0.4,2,4,1,3,Returning_Visitor,False,1
0.0,2,2,1,1,Returning_Visitor,False,1
0.0,2,2,3,3,Returning_Visitor,False,1
0.0,1,1,4,3,Returning_Visitor,False,1
0.8,2,2,2,1,Returning_Visitor,False,1
0.0,1,2,1,1,Returning_Visitor,False,1
0.4,2,2,3,4,Returning_Visitor,False,1
0.0,2,5,5,1,Returning_Visitor,False,1
0.2,2,2,3,3,Returning_Visitor,False,1
0.0,2,6,1,1,Returning_Visitor,False,1
0.0,3,2,2,1,Returning_Visitor,True,1
0.0,3,3,3,2,Returning_Visitor,True,1
0.8,1,1,1,3,Returning_Visitor,True,1
0.0,1,1,1,3,Returning_Visitor,False,1
0.0,3,2,3,3,Returning_Visitor,False,1
0.6,1,1,4,2,Returning_Visitor,False,1
0.0,1,1,1,1,Returning_Visitor,True,1
0.0,1,1,1,2,Returning_Visitor,True,1
0.4,1,1,3,3,Returning_Visitor,False,1
0.6,2,2,1,3,Returning_Visitor,False,1
0.0,1,1,3,2,Returning_Visitor,False,1
0.0,2,2,1,3,Returning_Visitor,False,1
0.0,2,2,1,3,Returning_Visitor,False,1
0.0,2,4,6,1,Returning_Visitor,False,1
0.8,3,2,7,4,Returning_Visitor,True,1
0.8,1,1,2,4,Returning_Visitor,True,1
0.0,2,4,1,3,Returning_Visitor,False,1
0.6,1,1,1,3,Returning_Visitor,False,1
0.8,1,1,1,2,Returning_Visitor,True,1
1.0,2,2,8,1,Returning_Visitor,True,1
0.0,1,1,2,3,Returning_Visitor,False,1
0.0,1,1,6,2,Returning_Visitor,False,1
0.0,1,1,1,4,Returning_Visitor,False,1
0.0,3,2,3,3,Returning_Visitor,False,1
0.6,1,1,6,2,Returning_Visitor,False,1
0.0,3,2,6,2,Returning_Visitor,True,1
0.6,4,2,1,3,Returning_Visitor,False,1
0.0,2,4,1,1,Returning_Visitor,False,1
0.8,3,2,1,3,Returning_Visitor,True,1
0.0,2,2,1,8,Returning_Visitor,False,2
0.0,1,1,3,1,Returning_Visitor,False,2
0.0,2,2,3,2,Returning_Visitor,False,2
0.0,3,2,6,2,Returning_Visitor,True,2
0.0,2,2,7,2,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,1,1,1,1,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,1,1,7,2,Returning_Visitor,True,2
0.0,1,1,1,3,Returning_Visitor,False,2
0.0,2,2,4,2,New_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,9,2,New_Visitor,False,2
0.0,2,4,1,2,New_Visitor,True,2
0.0,2,2,7,8,Returning_Visitor,True,2
0.0,1,1,1,9,Returning_Visitor,True,2
0.0,1,1,1,2,New_Visitor,False,2
0.0,1,2,1,8,Returning_Visitor,False,2
0.0,3,2,1,10,Returning_Visitor,False,2
0.0,2,2,5,2,New_Visitor,False,2
0.0,2,5,2,3,New_Visitor,False,2
0.0,2,2,7,2,New_Visitor,True,2
0.0,3,2,7,1,New_Visitor,False,2
0.0,2,4,1,3,Returning_Visitor,False,2
0.0,3,2,3,2,Returning_Visitor,False,2
0.0,2,6,3,1,Returning_Visitor,False,2
0.0,3,2,8,11,Returning_Visitor,False,2
0.0,1,2,6,6,Returning_Visitor,True,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,4,1,Returning_Visitor,False,2
0.0,1,2,7,3,Returning_Visitor,False,2
0.0,2,4,2,2,Returning_Visitor,False,2
0.0,2,2,3,2,Returning_Visitor,False,2
0.0,2,4,3,12,Returning_Visitor,False,2
0.0,2,2,5,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,3,2,1,1,Returning_Visitor,False,2
0.0,2,2,1,8,New_Visitor,False,2
0.0,3,2,4,2,Returning_Visitor,False,2
0.0,2,2,3,11,Returning_Visitor,True,2
0.0,2,2,4,1,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,False,2
0.0,2,2,7,9,Returning_Visitor,True,2
0.0,2,2,3,2,Returning_Visitor,False,2
0.0,4,1,1,3,Returning_Visitor,True,2
0.0,2,2,3,2,Returning_Visitor,True,2
0.0,3,2,2,1,Returning_Visitor,True,2
0.0,3,2,2,2,Returning_Visitor,False,2
0.0,3,2,1,8,Returning_Visitor,True,2
0.0,2,6,1,1,Returning_Visitor,True,2
0.0,3,2,2,3,Returning_Visitor,True,2
0.0,2,2,4,3,Returning_Visitor,False,2
0.0,2,2,2,2,Returning_Visitor,False,2
0.0,2,5,1,3,Returning_Visitor,False,2
0.0,2,2,8,1,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,True,2
0.0,2,10,1,2,Returning_Visitor,False,2
0.0,4,1,1,3,Returning_Visitor,False,2
0.0,2,2,8,1,Returning_Visitor,False,2
0.0,3,3,1,1,Returning_Visitor,False,2
0.0,2,2,3,2,Returning_Visitor,False,2
0.0,3,2,2,1,Returning_Visitor,True,2
0.0,3,2,9,3,Returning_Visitor,True,2
0.0,2,5,1,1,Returning_Visitor,False,2
0.0,1,1,1,1,Returning_Visitor,False,2
0.0,2,5,2,1,Returning_Visitor,False,2
0.0,2,2,5,1,Returning_Visitor,True,2
0.0,1,1,1,1,Returning_Visitor,False,2
0.0,3,2,3,2,Returning_Visitor,False,2
0.0,1,1,7,8,Returning_Visitor,False,2
0.0,1,1,3,1,Returning_Visitor,False,2
0.0,2,2,1,8,New_Visitor,False,2
0.0,7,1,6,1,Returning_Visitor,True,2
0.0,3,3,5,2,Returning_Visitor,False,2
0.0,2,2,3,2,Returning_Visitor,True,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,2,2,7,2,Returning_Visitor,False,2
0.0,2,5,3,1,Returning_Visitor,True,2
0.0,1,8,7,2,Returning_Visitor,False,2
0.0,2,2,1,10,Returning_Visitor,False,2
0.0,2,4,1,1,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,True,2
0.0,3,2,1,1,Returning_Visitor,True,2
0.0,2,5,1,1,Returning_Visitor,False,2
0.0,1,1,1,8,New_Visitor,False,2
0.0,2,5,3,3,Returning_Visitor,False,2
0.0,1,1,2,9,Returning_Visitor,True,2
0.0,2,5,6,1,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,True,2
0.0,4,2,9,1,Returning_Visitor,False,2
0.0,2,2,2,2,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,True,2
0.0,2,2,1,11,Returning_Visitor,True,2
0.0,3,2,2,3,Returning_Visitor,False,2
0.0,2,2,4,3,Returning_Visitor,False,2
0.0,3,9,9,2,Returning_Visitor,False,2
0.0,2,2,2,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,2,2,5,1,Returning_Visitor,False,2
0.0,1,1,1,10,Returning_Visitor,False,2
0.0,3,2,6,3,Returning_Visitor,False,2
0.0,2,2,3,6,Returning_Visitor,False,2
0.0,3,2,2,1,Returning_Visitor,False,2
0.0,1,1,1,1,Returning_Visitor,True,2
0.0,2,2,1,7,Returning_Visitor,False,2
0.0,3,2,1,3,Returning_Visitor,False,2
0.0,2,5,1,1,Returning_Visitor,False,2
0.0,3,2,1,1,Returning_Visitor,False,2
0.0,1,1,8,1,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,False,2
0.0,1,1,1,9,Returning_Visitor,True,2
0.0,2,2,2,3,Returning_Visitor,True,2
0.0,3,2,3,1,Returning_Visitor,False,2
0.0,2,2,6,1,Returning_Visitor,False,2
0.0,3,2,1,3,Returning_Visitor,False,2
0.0,3,2,3,1,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,True,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,3,2,4,11,Returning_Visitor,False,2
0.0,1,1,4,9,Returning_Visitor,True,2
0.0,2,2,1,13,Returning_Visitor,False,2
0.0,2,5,1,3,Returning_Visitor,True,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,3,2,1,1,Returning_Visitor,False,2
0.0,1,1,6,2,Returning_Visitor,False,2
0.0,1,2,1,2,Returning_Visitor,False,2
0.0,4,1,1,1,Returning_Visitor,False,2
0.0,2,2,1,8,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,4,1,1,1,Returning_Visitor,False,2
0.0,3,2,6,1,Returning_Visitor,False,2
0.0,2,2,4,1,Returning_Visitor,False,2
0.0,2,2,9,2,Returning_Visitor,False,2
0.0,2,2,1,2,New_Visitor,False,2
0.0,1,2,6,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,2,2,1,2,New_Visitor,False,2
0.0,1,1,1,1,Returning_Visitor,True,2
0.0,3,2,1,9,Returning_Visitor,False,2
0.0,3,2,8,2,New_Visitor,False,2
0.0,3,2,3,1,Returning_Visitor,False,2
0.0,4,2,1,2,New_Visitor,False,2
0.0,1,2,1,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,3,2,1,3,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,3,2,1,2,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,False,2
0.0,2,2,4,1,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,False,2
0.0,1,1,8,1,Returning_Visitor,False,2
0.0,2,2,8,1,Returning_Visitor,False,2
0.0,3,2,3,8,New_Visitor,False,2
0.0,2,2,4,3,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,False,2
0.0,2,10,1,3,New_Visitor,False,2
0.0,3,2,2,1,Returning_Visitor,True,2
0.0,2,2,1,1,New_Visitor,False,2
0.0,2,5,7,1,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,True,2
0.0,2,2,6,2,Returning_Visitor,False,2
0.0,2,2,2,1,Returning_Visitor,False,2
0.0,2,4,1,3,Returning_Visitor,False,2
0.0,2,2,4,1,Returning_Visitor,False,2
0.0,2,6,2,2,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,3,2,1,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,True,2
0.0,2,4,3,1,Returning_Visitor,False,2
0.0,1,1,3,3,Returning_Visitor,False,2
0.0,1,1,1,2,Returning_Visitor,True,2
0.0,2,2,9,3,New_Visitor,False,2
0.0,2,2,4,3,Returning_Visitor,True,2
0.0,3,2,5,2,Returning_Visitor,False,2
0.0,2,5,2,1,Returning_Visitor,False,2
0.0,2,4,4,3,Returning_Visitor,True,2
0.0,1,1,4,1,Returning_Visitor,False,2
0.0,2,2,9,1,Returning_Visitor,False,2
0.0,3,2,1,8,New_Visitor,True,2
0.0,2,2,3,2,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,3,2,4,1,Returning_Visitor,False,2
0.0,2,2,5,2,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,True,2
0.0,3,2,8,10,Returning_Visitor,False,2
0.0,1,1,4,2,Returning_Visitor,False,2
0.0,1,1,5,3,Returning_Visitor,False,2
0.0,2,4,1,3,Returning_Visitor,False,2
0.0,1,5,7,1,Returning_Visitor,False,2
0.0,2,2,2,3,Returning_Visitor,False,2
0.0,1,1,4,2,Returning_Visitor,False,2
0.0,3,2,4,1,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,6,2,Returning_Visitor,False,2
0.0,3,2,1,6,Returning_Visitor,False,2
0.0,3,2,2,3,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,3,2,8,1,Returning_Visitor,False,2
0.0,3,2,3,1,Returning_Visitor,True,2
0.0,1,1,2,1,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,True,2
0.0,1,1,4,2,Returning_Visitor,False,2
0.0,3,2,2,10,New_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,4,1,1,Returning_Visitor,False,2
0.0,2,2,7,2,Returning_Visitor,False,2
0.0,3,3,2,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,1,1,3,2,New_Visitor,False,2
0.0,2,2,6,1,Returning_Visitor,False,2
0.0,3,2,1,2,New_Visitor,False,2
0.0,2,2,9,1,Returning_Visitor,False,2
0.0,4,2,1,7,New_Visitor,False,2
0.0,2,6,1,2,Returning_Visitor,False,2
0.0,1,2,1,9,Returning_Visitor,True,2
0.0,2,2,6,6,Returning_Visitor,False,2
0.0,2,4,7,1,Returning_Visitor,False,2
0.0,1,1,6,1,Returning_Visitor,True,2
0.0,1,2,3,8,New_Visitor,True,2
0.0,3,2,1,10,Returning_Visitor,True,2
0.0,1,1,8,2,Returning_Visitor,True,2
0.0,2,2,3,10,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,True,2
0.0,2,2,2,1,Returning_Visitor,True,2
0.0,1,1,1,1,Returning_Visitor,True,2
0.0,1,2,9,2,Returning_Visitor,False,2
0.0,2,5,1,1,Returning_Visitor,True,2
0.0,3,2,2,1,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,5,6,2,Returning_Visitor,True,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,True,2
0.0,2,2,1,3,Returning_Visitor,True,2
0.0,2,10,4,3,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,4,11,Returning_Visitor,False,2
0.0,2,4,3,6,Returning_Visitor,False,2
0.0,3,2,1,1,Returning_Visitor,True,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,3,2,3,2,New_Visitor,True,2
0.0,3,2,1,13,Returning_Visitor,True,2
0.0,2,2,3,2,New_Visitor,True,2
0.0,2,5,2,1,Returning_Visitor,False,2
0.0,3,3,2,1,Returning_Visitor,False,2
0.0,2,2,2,3,Returning_Visitor,False,2
0.0,2,2,5,2,Returning_Visitor,False,2
0.0,2,2,4,2,Returning_Visitor,True,2
0.0,2,2,4,6,Returning_Visitor,False,2
0.0,2,2,4,2,Returning_Visitor,False,2
0.0,1,8,4,11,New_Visitor,False,2
0.0,1,1,3,10,Returning_Visitor,False,2
0.0,3,2,1,10,Returning_Visitor,True,2
0.0,2,2,3,2,Returning_Visitor,False,2
0.0,1,1,8,2,New_Visitor,False,2
0.0,1,1,4,3,Returning_Visitor,False,2
0.0,1,1,3,1,Returning_Visitor,True,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,1,1,1,2,New_Visitor,False,2
0.0,2,2,6,1,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,True,2
0.0,2,2,3,3,New_Visitor,True,2
0.0,3,3,3,9,Returning_Visitor,True,2
0.0,2,2,4,1,Returning_Visitor,False,2
0.0,2,2,1,2,New_Visitor,True,2
0.0,2,5,5,1,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,False,2
0.0,3,2,1,9,New_Visitor,True,2
0.0,3,2,1,1,Returning_Visitor,False,2
0.0,3,2,4,14,Returning_Visitor,True,2
0.0,2,2,3,2,Returning_Visitor,False,2
0.0,1,1,1,1,Returning_Visitor,False,2
0.0,3,2,2,1,Returning_Visitor,True,2
0.0,2,2,4,2,Returning_Visitor,False,2
0.0,2,2,6,1,Returning_Visitor,False,2
0.0,2,5,1,1,Returning_Visitor,False,2
0.0,1,1,2,1,Returning_Visitor,True,2
0.0,2,4,5,2,Returning_Visitor,False,2
0.0,2,4,3,1,Returning_Visitor,False,2
0.0,1,1,8,3,Returning_Visitor,False,2
0.0,3,2,1,3,Returning_Visitor,True,2
0.0,2,5,1,1,Returning_Visitor,False,2
0.0,1,1,3,3,New_Visitor,True,2
0.0,2,4,1,2,New_Visitor,True,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,3,2,3,2,Returning_Visitor,False,2
0.0,2,2,3,3,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,False,2
0.0,1,1,3,1,Returning_Visitor,False,2
0.0,4,1,6,1,Returning_Visitor,False,2
0.0,3,2,3,1,Returning_Visitor,False,2
0.0,1,1,8,2,New_Visitor,False,2
0.0,2,6,4,1,Returning_Visitor,False,2
0.0,2,2,3,3,Returning_Visitor,False,2
0.0,2,2,7,7,Returning_Visitor,False,2
0.0,2,2,9,1,Returning_Visitor,True,2
0.0,1,1,1,10,Returning_Visitor,False,2
0.0,1,1,1,1,Returning_Visitor,True,2
0.0,3,2,3,9,Returning_Visitor,True,2
0.0,4,2,1,3,Returning_Visitor,False,2
0.0,2,2,6,1,Returning_Visitor,False,2
0.0,2,2,1,2,New_Visitor,True,2
0.0,3,2,1,1,Returning_Visitor,True,2
0.0,3,2,7,9,Returning_Visitor,True,2
0.0,2,4,1,3,Returning_Visitor,True,2
0.0,2,4,6,2,Returning_Visitor,True,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,4,1,Returning_Visitor,False,2
0.0,2,6,2,3,Returning_Visitor,False,2
0.0,2,4,2,2,Returning_Visitor,False,2
0.0,3,2,1,1,Returning_Visitor,False,2
0.0,2,2,3,13,Returning_Visitor,False,2
0.0,2,2,6,2,New_Visitor,True,2
0.0,2,2,3,13,Returning_Visitor,False,2
0.0,1,6,1,1,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,2,4,9,2,Returning_Visitor,False,2
0.0,3,2,3,2,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,True,2
0.0,2,4,7,2,Returning_Visitor,False,2
0.0,2,2,4,3,Returning_Visitor,False,2
0.0,1,1,2,3,Returning_Visitor,False,2
0.0,2,4,1,3,Returning_Visitor,True,2
0.0,2,2,3,14,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,True,2
0.0,3,2,1,10,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,False,2
0.0,3,2,2,3,Returning_Visitor,True,2
0.0,3,2,1,3,Returning_Visitor,True,2
0.0,2,4,3,1,Returning_Visitor,False,2
0.0,1,1,8,10,Returning_Visitor,False,2
0.0,3,2,5,1,Returning_Visitor,True,2
0.0,3,2,6,1,Returning_Visitor,False,2
0.0,2,2,4,2,Returning_Visitor,False,2
0.0,3,2,3,1,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,3,7,3,3,Returning_Visitor,False,2
0.0,3,2,7,1,Returning_Visitor,False,2
0.0,2,2,2,3,Returning_Visitor,True,2
0.0,3,2,7,3,Returning_Visitor,True,2
0.0,2,4,3,1,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,5,2,10,Returning_Visitor,False,2
0.0,1,1,1,10,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,3,2,3,1,Returning_Visitor,False,2
0.0,2,6,7,1,Returning_Visitor,False,2
0.0,1,1,7,2,New_Visitor,False,2
0.0,2,7,1,3,Returning_Visitor,True,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,7,2,New_Visitor,True,2
0.0,2,4,1,1,Returning_Visitor,True,2
0.0,2,2,3,8,New_Visitor,False,2
0.0,1,1,1,2,New_Visitor,False,2
0.0,4,1,1,1,Returning_Visitor,False,2
0.0,3,2,1,1,Returning_Visitor,False,2
0.0,2,10,4,3,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,1,1,3,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,4,2,1,2,Returning_Visitor,False,2
0.0,2,2,7,8,New_Visitor,False,2
0.0,2,2,4,3,Returning_Visitor,True,2
0.0,4,1,1,3,Returning_Visitor,False,2
